accession_number	numObservableTrypticPeptides	proteinLength
Q15735	35	1006
Q9UIQ6-3	50	1006
Q86YT6	48	1006
O94832	52	1006
A0A0C4DH17	43	1006
O94827-5	43	1006
Q05397-7	46	1006
O43147	34	1006
Q6UXY8	39	1006
O75717-2	45	1006
Q8IX07	44	1006
J3KR90	35	1005
Q5JPC9	48	1005
O43491	47	1005
P29322	42	1005
Q6ZVH7	45	1005
P08514-2	37	1005
Q96AX9-12	46	1005
P59046-2	43	1005
Q86W92-2	46	1005
Q13625-2	38	1005
Q6W2J9-3	49	1004
Q9BXL6	48	1004
Q8WXI2-5	45	1004
F8VP57	45	1004
Q969F9	54	1004
Q6UXG2-4	44	1004
P59046-6	43	1004
P78364	25	1004
Q96QT6	37	1004
Q9NZ71-8	54	1004
Q9BX66-5	47	1004
O94875-7	46	1004
Q8NB14-2	42	1004
A6NFI3	38	1004
Q8IZP9-4	28	1003
Q9NQ90	45	1003
F5GXT3	44	1003
Q8WVB6-2	40	1003
Q96DN6	21	1003
E7EUL6	46	1003
Q9HCE1	48	1003
Q6ZNA4-3	31	1003
Q12872-2	34	1003
Q96JQ2	46	1002
Q08379	42	1002
P06756-3	51	1002
Q4KWH8-3	43	1002
Q86YN6-2	37	1002
A0A087X1R1	47	1002
F5GXA4	43	1002
C9K0E4	39	1002
E9PM19	52	1002
Q8IZP9-3	27	1001
Q8NEM8	57	1001
Q12955-6	45	1001
Q8N283	50	1001
O14983	40	1001
A0A1X7SBX3	37	1001
P10911-5	47	1001
A0A0D9SFS3	44	1001
Q8WX93-3	46	1001
Q5VWU8	49	1001
Q9UPR0-3	39	1001
Q8IXT5	63	1001
O75150	42	1001
Q2VWA4	34	1001
Q7L7X3	38	1001
Q96DN5-2	45	1001
Q13472	44	1001
Q86YS7	45	1000
Q6WCQ1-3	51	1000
Q8TEW0-10	49	1000
Q9Y6Y8	34	1000
Q9Y6M7-4	45	1000
C9JPK3	40	1000
Q9NQ90-2	45	999
P16615-3	42	999
Q93084-2	41	999
P32926	39	999
Q5XX13-3	46	999
Q9Y4L1	47	999
Q6DN14	43	999
Q12866	40	999
Q96AX9-2	47	999
Q5VVD7	39	999
Q96HA1-3	19	999
Q9NQ36	41	999
Q4L235-2	43	998
Q93084-4	41	998
Q6L9W6	45	998
Q8IXT1	45	998
Q68DW7	45	998
Q15375	42	998
P54753	46	998
P78347	45	998
Q2TAC6	42	998
Q13495-3	31	998
Q92932-4	44	998
Q8NFY4-3	47	998
E7EQT3	30	998
E5RH37	42	998
E9PK50	36	997
Q8IZF5-3	23	997
P16615-2	42	997
P16615-5	42	997
Q8IZS8-2	40	997
E7ESA7	41	997
O60313-2	50	997
Q15111-2	41	997
Q9ULJ6-2	15	997
Q8IZA0-2	40	996
Q86YN6-4	37	996
Q9NZ71-9	49	996
Q9BXU1-2	50	996
Q9BXU1-3	50	996
O95359-6	38	996
Q8IZP9-6	28	995
Q99700-2	36	995
Q75QN2	42	995
Q5T7N3	41	995
Q6UXG2-2	43	995
P20594-2	48	995
Q8NDX5-7	22	995
Q86UU1-3	51	995
O14974-2	37	995
A0A0A0MR66	38	995
Q6ZNA4-4	30	995
Q9Y6R1-4	30	995
Q8N5C6	49	995
Q9Y3M8-3	43	995
Q5HYA8	42	995
Q9Y4F4-3	44	995
Q9ULU4-3	43	995
Q8N8A2-2	48	994
O14983-2	39	994
F8VRS1	44	994
Q01954	40	994
Q9BX63-2	53	994
J3QSE8	53	994
Q7Z7A1-3	42	994
Q5JVD1	42	994
Q9H2U1-2	48	994
Q15375-4	42	994
Q9H252	37	994
Q96MN2	48	994
Q6ZNA4	30	994
Q53EL9	35	994
C9JFF1	35	994
Q8IZP9-5	27	993
Q8N8A2	49	993
Q00532-2	46	993
Q8N766	47	993
Q15375-2	40	993
P36888	40	993
Q9HBG6-11	48	993
P38935	50	993
P32019	48	993
Q5VWP3-3	39	993
Q9Y2I1-2	38	993
Q8IX30	41	993
Q53EL9-3	35	993
Q9BY07-5	29	993
A0A0J9YWL9	39	993
Q9UDY2-5	41	993
Q9UGR2	38	993
P49588-2	47	992
Q8IVF6	41	992
P05023-3	40	992
Q8WUJ3-2	45	992
Q9Y2H0	42	992
Q8N766-2	47	992
Q8N766-3	47	992
B5MBZ0	49	992
Q8IUD2-2	46	992
P57679	48	992
Q15746-7	40	992
F8W9L8	44	992
Q92543	38	992
O43303-2	41	991
Q5VVW2-5	37	991
Q8WUI4-5	37	991
Q15746-11	40	991
Q7RTR0	53	991
A0A0A0MQS0	44	991
Q7Z442-3	29	991
E9PGM9	49	991
O94762	50	991
A8K8P3-5	41	991
Q2Y0W8-4	37	991
Q8ND04	47	991
Q6Q4G3	44	990
B5MCU0	22	990
E9PGB2	39	989
Q9Y2H0-1	41	989
O95259	39	989
O75448	50	989
Q6ZVD7	39	989
Q9H7M6	47	989
P35523	34	988
Q8N9B5	34	988
Q8NCM2	40	988
P08235-3	46	988
A0A0D9SFL9	46	988
Q8TEW0-9	48	988
Q5VU43-7	44	988
A0A0A0MRL9	44	988
Q15042-3	47	988
Q8IWY4	38	988
Q5T097	37	988
Q8IZP9-7	26	987
A0A087WVB5	28	987
F5GY04	40	987
Q6ZU80-1	48	987
P29323-3	44	987
P54760	47	987
A0AUZ9	45	987
C9J840	37	987
Q96T76-9	48	987
A8CG34-2	18	987
A0A087WY75	18	987
Q14997-3	41	987
Q8TB72-2	32	987
O43147-5	33	987
B5MED8	44	987
Q5M775-4	42	987
Q6AWC2-2	42	987
Q5XXA6	42	986
P98171-2	36	986
Q92974	46	986
P13497	48	986
Q8N960	44	986
Q9NRA8-3	34	986
P54764	42	986
P29323-2	44	986
Q8N612-2	39	986
F6UZG9	47	986
Q8IVU3-2	45	986
O00291-3	47	986
A0A087X0G5	29	986
Q8IZQ8-3	33	986
Q7RTR0-2	52	986
Q92932-2	44	986
Q6ZNA4-2	29	986
Q9NQC3-6	39	986
A0A0C4DFM2	30	986
Q5JTZ9	44	985
Q92974-2	46	985
A6QL63-2	45	985
P56545-2	37	985
Q9NRA8	34	985
A0A0A0MR80	26	985
P10911-3	46	985
Q8TB24	41	985
J3QT09	38	985
F5H483	31	985
A0A0C4DFP8	42	985
Q6PKC3	44	985
Q6ZN55-2	30	985
O14617-3	37	984
P54762	47	984
Q2LD37-5	38	984
O15068-4	49	984
Q86VD1	47	984
P08235	46	984
B0ZBF6	46	984
Q16513	45	984
Q96HA1-2	18	984
Q86YN6-5	36	984
Q70Z35-4	42	984
H3BU64	43	984
Q9BQF6-5	36	984
Q6IEE7	37	984
M0R116	42	983
F5H2T0	46	983
P29320	42	983
Q8NDX5	22	983
Q5H8A4	34	983
Q9P0K7-2	49	983
Q5T8P6-2	29	983
Q96Q91	34	983
Q14157-1	27	983
Q86UV5-2	46	983
Q9HCE6-4	38	982
Q13191	48	982
Q96MT7	41	982
Q659A1	46	982
F6M2K4	18	982
Q9H6A9-2	35	982
O60237	42	982
E5RJ29	45	982
Q8NF91-3	41	982
Q9UBN4-5	44	982
Q9BYT9	42	981
O94985	32	981
Q9HC35	48	981
Q16478-2	36	981
Q8TDZ2-2	43	981
A0A087WZE1	45	981
A2A3E4	30	981
Q5FWE3	34	981
Q15042	47	981
Q8NAT2	47	981
Q9Y4E8	50	981
Q8WTW3	54	980
J3KNZ9	27	980
Q9Y2L6-2	47	980
Q16478	39	980
Q8TDY8-2	38	980
O94854-2	31	980
D6RD46	50	980
A0A087WXD2	39	980
Q8WX94	54	980
A0A0G2JMB6	54	980
Q13608	34	980
Q86W92-4	45	980
Q9P0K7	49	980
Q5T8P6-3	28	980
A0A0A0MSU7	34	980
Q9NS56-2	36	980
Q8IZP9-8	26	979
Q9H2U1-3	47	979
O95886	40	979
B4DTR1	36	979
Q5GLZ8-3	45	979
P27816-2	44	979
B7ZM99	44	979
Q8TD19	40	979
P59045-2	43	979
Q96P20-4	44	979
Q96P20-5	43	979
Q14980-5	47	979
E5KLJ9	48	979
Q99650	44	979
Q70Z35-3	43	979
Q16849	39	979
P22670	30	979
Q68CR1-3	36	979
Q86T82	47	979
P86452	42	979
Q6N043	48	979
Q5VU97-2	38	978
P08151-3	36	978
P78347-3	44	978
Q75QN2-2	41	978
A0A0A0MS63	42	978
Q96AX9-5	45	978
Q6UB35	44	978
O60313-11	49	978
O95782	48	977
O14490	36	977
O75460	40	977
Q96RD9	43	977
P78347-4	46	977
Q96PE3	43	977
Q96AX9-6	45	977
E7EM83	42	977
Q96T37	48	977
Q9P2E9-3	48	977
O94933	36	977
Q8NF91-9	42	977
Q9H987	30	977
Q9UBN4	44	977
Q9P1Q0	40	977
E7ERS3	42	977
Q9UGR2-2	37	977
P17040-2	49	977
C9J069	46	976
Q6ZTR5-1	44	976
P21709	43	976
P29317	44	976
X6RM00	44	976
Q8IVF7-2	45	976
Q9UHL9-3	51	976
Q92835-3	46	976
Q8N9B5-2	34	976
P10721	46	976
O75448-2	50	976
O94851-4	50	976
Q7RTP6-3	50	976
Q9Y4B5-4	46	976
Q86W56	49	976
Q9Y2K5	23	976
Q15431	48	976
Q02763-3	42	976
Q13472-2	43	976
Q14157-4	27	976
O75185-3	43	975
A0A0A0MSP0	43	975
Q96G01	46	975
Q8WVB6	38	975
E7EXA6	38	975
J3KR88	35	975
Q15700-2	47	975
Q9P1A6-3	36	975
A0A0G2JLW6	36	975
A4FU69-4	55	975
Q9UI26	42	975
Q14693-7	44	975
Q96PU5	45	975
Q86UT6	44	975
P29122-7	42	975
A0A087WY68	42	975
Q5H8A4-2	35	975
Q5VTR2	44	975
F8WAI0	42	975
Q6ZMZ3	52	975
Q9NR96-2	47	975
O43182	47	974
Q9H694	41	974
Q7Z3S7-2	36	974
Q96A65	53	974
Q8WUI4-6	38	974
J3QSU1	39	974
P19021-5	43	974
Q9BZ71	40	974
O14974-3	36	974
Q9Y4F4-2	43	974
Q6PJI9	49	974
P98194-7	35	973
Q8IY85	44	973
Q8NFP4-2	44	973
P19021	43	973
O95206-2	44	973
Q8TC59	57	973
P32418	31	973
Q9UL62	36	973
Q9BX84-5	50	973
E9PH58	38	973
O60763-2	36	973
Q9P253	41	973
P07333	31	972
Q15029	52	972
Q8N612	39	972
P56524-2	35	972
Q96PE3-3	43	972
P10721-2	46	972
Q14CX7	46	972
O75665-3	46	972
Q9P0K7-3	48	972
Q92622	35	972
O94985-2	31	971
Q5SR47	46	971
P55060	48	971
Q8TF46-4	51	971
Q8N766-4	47	971
Q8NB25-4	51	971
Q13393-4	44	971
O14974-4	37	971
Q15032-2	23	971
O95980	45	971
Q9NQ36-2	39	971
A0A0A0MTC8	39	971
A0A087WVP4	46	971
Q9HCD6-3	37	971
A4UGR9-6	44	971
Q8IWR0	43	971
Q96FC9	43	970
A0A087WV07	41	970
O75061-2	35	970
Q9P107	45	970
A4PB68	32	970
E7EPG1	53	970
Q9Y6X9-2	38	970
Q96H55	40	970
A0A1W2PQA9	34	970
O00444	43	970
Q96RN1	39	970
Q6ZMZ3-2	52	970
Q96DN5-3	44	970
Q6ZU65-2	38	970
Q96IR2	53	970
P54756-3	45	969
Q9UQG0	45	969
E7ES21	42	969
A5PL33-3	41	969
A6BM72-2	27	969
E9PD12	45	969
B9A063	59	969
P19838-2	37	969
A0A087WZP6	43	969
P29122	41	969
Q5VU43-6	45	969
A0A0A0MRL8	45	969
Q96T37-3	46	969
O94979-7	32	969
H7BXG7	32	969
E9PBT5	33	969
Q9H4I2-2	31	969
P49588	46	968
M0QZR4	43	968
Q8WWM7-6	33	968
Q9BQT9-2	35	968
O60716	46	968
P19838	37	968
Q13563	39	968
Q16513-2	45	968
Q9BY07-6	30	968
P32418-5	30	968
Q9Y5W8	40	968
O94804	37	968
Q96PN7-3	29	968
M0QXA7	44	968
F6WR09	20	968
Q9UHI8	42	967
P15144	45	967
Q5VWQ8-3	48	967
Q2KHM9	42	967
B7ZC32	49	967
Q9HBX8	37	967
Q96PU5-7	45	967
Q8TEM1-2	40	967
Q14289-2	59	967
H0YL34	42	967
Q63HK3	43	967
Q8IZP9-9	29	966
A5YM72-3	36	966
A0A087WZ03	42	966
A6NCT7	39	966
Q14697-2	44	966
O43283	36	966
Q7RTP6-4	50	966
Q14596	31	966
O75170	44	966
A0A0U1RRA6	23	966
Q7Z5J4-4	32	966
Q9P1Q0-2	39	966
Q6N043-2	47	966
W0Z7M9	32	966
E9PQ79	41	965
A0A096LP49-2	41	965
E7ER02	46	965
Q7Z7B0-3	44	965
Q14934-2	39	965
P84550	40	965
P32418-4	30	965
Q9P1Q0-4	40	965
O95785-3	44	965
A0A1W2PNQ7	48	964
P16144-5	43	964
Q14934-3	38	964
Q8NDX5-2	21	964
O94762-4	48	964
O94972	33	964
Q96JG6	47	964
A8K2U0-2	41	963
Q7Z7M1	31	963
E7ERY9	38	963
O75185-2	38	963
Q7Z3J2	46	963
A0A087WU44	31	963
Q32MH5-2	41	963
Q96HW7	52	963
O94829	38	963
Q6DN90	43	963
P48200	42	963
A0A0A6YY96	42	963
P33176	49	963
Q14114	49	963
Q86VD1-2	47	963
Q9ULV0-2	45	963
P12036-2	29	963
K7ERG0	53	963
Q6VY07	39	963
Q9H158	43	963
Q86X10-4	45	963
Q5U651	34	963
Q15020	43	963
Q9P0V3	45	963
Q9UPU7	40	963
P51784	51	963
Q13107	43	963
A0A0A0MQZ3	42	963
O00192	44	962
E9PKB1	39	962
O60716-2	46	962
F5H3Y4	44	962
Q15029-3	51	962
Q9NVH2	43	962
O95259-2	37	962
Q6NV74	36	962
Q9Y5G9	29	962
P29122-8	43	962
A0A087WZR0	43	962
Q9H3T2-3	38	962
B3KXX3	36	962
Q12816-3	13	962
O60763	36	962
O43592	43	962
Q8WYQ9-2	31	962
Q2M2I8	37	961
Q9Y2D5-7	34	961
O43150-2	41	961
Q76M96-2	41	961
Q9Y5B0	51	961
A0A0G2JPE0	35	961
A0A1B0GXK6	35	961
B1AKL4	33	961
Q6ZVH7-2	43	961
P98174	36	961
Q9UBS5	39	961
A0A0G2JKF9	39	961
J3QRN6	48	961
O60313-9	47	961
Q96QU1-3	37	961
O43933-2	42	961
H3BP71	40	961
E7ERK7	43	961
P35443	40	961
A0A075B784	47	961
Q58F21-2	39	960
Q6IMN6-3	34	960
O76039-2	53	960
Q8N960-2	42	960
Q6P179	46	960
E9PFE2	50	960
Q92833-2	40	960
Q02241	43	960
Q6UXC1-3	31	960
O15118-2	30	960
O60313	48	960
Q9UPR0-2	37	960
Q9Y4C8	44	960
Q9NQC3-4	39	960
A0A087WXW6	39	960
P32418-3	29	960
P98194-6	35	959
F5H7K1	50	959
Q9WJR5	45	959
Q05586-5	48	959
Q9UHL9	48	959
P36776	41	959
Q9BZF3-5	44	959
J3KQH6	25	959
Q9UPP1-3	35	959
Q86YN6-6	36	959
O75170-5	44	959
A9JR48	39	959
Q96Q91-3	33	959
Q86Y38	42	959
Q92974-3	46	958
Q8N5R6	44	958
Q9Y2L1	46	958
Q9UL01	42	958
Q9H8V3-3	49	958
J9JID4	36	958
C9JA41	44	958
P48357-3	50	958
E9PCD7	35	958
O94991	36	958
Q13428-5	41	958
Q6PKC3-2	41	958
C9J2B6	41	958
Q96JN2-2	51	957
Q96P44	38	957
Q13474	41	957
Q07075	41	957
O15083	42	957
P78347-2	44	957
O60282	48	957
Q9HCI5	34	957
O75400	30	957
Q96T37-2	46	957
Q9Y5W8-2	40	957
Q9Y5L0-1	39	957
C9J7E5	40	957
B9EGE7	47	957
Q8IY63	41	956
E9PDC3	43	956
Q13111	36	956
Q9BQT9	34	956
F5GZK2	39	956
Q9NQC7	47	956
E7EQR9	41	956
Q9BXR3	45	956
P63133	44	956
Q9UK96	44	956
Q16099	38	956
P63132	46	956
O00339	42	956
Q7Z553	42	956
P29122-2	42	956
Q6ZVD8-2	36	956
Q8TCU6-2	46	956
P49746	34	956
Q96PN7-2	27	956
Q96AE7-2	45	956
Q9Y4E8-3	49	956
Q9H4I2	31	956
Q9H013	34	955
Q32M45	43	955
O95782-2	48	955
Q8IYE0	39	955
Q8N8E3	47	955
Q9H2X0	38	955
Q9H4D0	35	955
Q7Z4H7	46	955
Q8NFP4	42	955
O94851-6	48	955
Q96PU5-5	44	955
E9PCX7	29	955
P19021-6	42	955
Q9Y2W1	30	955
Q96DN2	31	955
A0A1B0GWI0	41	955
Q9NP73-4	34	954
E7ESX1	38	954
F5H2X7	39	954
Q96P44-3	38	954
P63136	44	954
Q86XK2-5	38	954
Q8WUI4-7	36	954
Q96PE3-4	44	954
P23229-7	48	954
Q9Y2E5-2	34	954
Q02779	36	954
Q9NZC9	43	954
F5GYU8	37	954
Q5T7W0	46	954
H0Y626	46	953
Q60I27	48	953
Q7Z6I6-3	27	953
B4E2Q0	35	953
Q49A88	44	953
A0A075B739	42	953
P51797-5	41	953
P53618	47	953
Q5IJ48-3	38	953
P26232	45	953
Q9NQC7-2	47	953
P08514-3	36	953
Q9H0A0-2	48	953
Q9Y239	41	953
Q9ULD0-2	40	953
Q99460	45	953
A0A087WW66	45	953
Q14151	31	953
Q9UPV9	45	953
Q6UXZ4	39	953
Q86VM9	41	953
Q8TCN5	47	953
Q6AHZ1-2	41	953
P51816-7	37	952
Q6ZRS4-3	44	952
P36888-2	37	952
P10253	36	952
Q8WUI4	37	952
H7BYN4	41	952
A2RUB1	50	952
A0A0G2JNK1	52	952
Q9H9Y6-5	44	952
Q7Z6E9-4	33	952
Q5JV20	41	952
Q9Y4E8-2	49	952
Q86TH1	37	951
P63010-2	40	951
Q9H0E9-2	32	951
Q58F21-3	39	951
Q5SY80	35	951
Q6P1N0	42	951
Q0P6D6	38	951
Q9NRU3	43	951
Q58WW2-3	37	951
Q9NR82-6	41	951
A0A0A0MRC8	41	951
Q9BXB1	28	951
Q8N6Y1	36	951
Q9P0K7-4	49	951
Q12967-2	30	951
Q12872	31	951
A1L4H1-2	42	951
A0A087WZC3	47	951
Q8NI36	44	951
Q8TE58	38	950
Q9H6U6-8	37	950
A5YM72-5	36	950
Q6P1N0-2	42	950
Q76M96	40	950
Q92771	47	950
Q4G0P3-8	42	950
Q6VAB6	40	950
A0A0J9YY72	44	950
Q9BXW6	47	950
Q9Y5I3	38	950
Q9Y5I0	36	950
Q9Y5H8	39	950
Q9UN73	41	950
Q9Y5H6	40	950
Q9Y5H5	36	950
Q8TF05	34	950
Q16849-2	38	950
Q9H0D6	46	950
Q10567	40	949
P98194-9	35	949
E9PG71	39	949
V9GXZ4	39	949
E7ENK3	41	949
Q86UP8	44	949
A0A0A0MSY2	46	949
Q6EKJ0	44	949
Q5JU85-3	43	949
P49916-2	45	949
Q9H8L6	42	949
P59046-3	41	949
F5H7V1	38	949
Q9Y5I1	40	949
Q9BYH1-4	28	949
Q8WYQ9	31	949
H3BRJ5	39	948
Q9Y2D5-5	33	948
Q92888-4	38	948
A2RUB6	45	948
Q9P2D1-4	21	948
Q9NZ08-2	47	948
Q8IUD2-4	42	948
Q9NVH2-2	42	948
H0YMD1	42	948
Q96AX9-4	44	948
Q7RTP6-2	49	948
Q92636-2	38	948
Q9Y5I2	34	948
Q9Y5H9	40	948
A0A0U1RRH6	38	948
Q9UPP1-4	35	948
Q16512-2	36	948
Q9BYH1-5	27	948
Q6UXY8-2	37	948
Q6UXZ4-2	36	948
Q8IXZ2	51	948
Q58F21	39	947
O60716-4	45	947
Q4ZG55-4	43	947
Q5GLZ8-6	46	947
E5RHP1	31	947
Q96QE4	38	947
Q99558	43	947
Q5JR04	45	947
Q8TBZ2	41	947
Q96PU5-6	44	947
Q9UN74	40	947
Q5TF21	47	947
F5H4Z8	34	947
Q14587	56	947
G3V174	44	946
P98171	36	946
O75185	40	946
E9PFZ2	44	946
B1AKC9	41	946
P19823	46	946
P27987	48	946
E7ETR9	46	946
E7EWM1	40	946
Q96MK2	42	946
Q9Y5W7	40	946
R4GNB1	41	945
Q14865-2	47	945
O15265-2	38	945
P55060-3	47	945
Q13574-3	41	945
A0AUZ9-2	42	945
Q96Q91-2	32	945
A0A0A0MRC2	40	945
O60271-3	43	945
Q8IZJ1	40	945
A0A087WSZ2	51	944
P98194-8	35	944
Q14697	43	944
Q9P107-2	43	944
Q9UHL9-2	48	944
Q9Y5F6	36	944
Q86XN7	12	944
E9PR38	27	944
Q8WYP3-2	41	944
E9PJP2	47	944
F8VTQ9	45	944
Q9H3U1	47	944
A0A087WXZ2	29	944
Q03188	42	943
Q9UQC9	36	943
Q6PIJ6-3	41	943
Q05586-6	47	943
J3KNA1	44	943
O95644	36	943
O14974-5	36	943
E9PB94	42	943
Q86YV0-2	45	943
Q01974	35	943
G3V236	41	943
D6REZ4	38	943
E7EWW7	42	943
Q9UNX4	43	943
Q10567-2	40	942
P82279-4	29	942
Q96JK2	48	942
P52824	41	942
A0FGR8-6	45	942
P41594-3	45	942
Q9NVH2-3	43	942
Q9ULD6	49	942
E7ESP4	37	942
Q86UX2	46	942
C9J2H1	46	942
Q9NR82-3	40	942
A0A0A0MSD9	40	942
A0A075B757	40	942
Q3BBV1	42	942
A0A087WWQ1	40	942
A0A087WY26	42	942
A0A087WYQ9	42	942
Q8NI08	46	942
Q16512	36	942
H0YKQ8	35	942
Q8TEY7	43	942
Q9P2S6	45	941
Q8WY36	37	941
Q9UFE4	49	941
A5D8W1	44	941
O60716-6	45	941
Q96JK2-3	48	941
Q9NZ08	46	941
O75899	41	941
Q6ZMT4	42	941
Q9NTJ4-3	39	941
P10911-4	42	941
Q9UN75	35	941
O00408	46	941
O94906	45	941
Q9H270	43	941
A0A087WXL6	43	941
Q8TBY9-2	40	941
O94973-2	42	940
Q6IMN6-7	34	940
A0A087WVI0	50	940
Q7Z7M9	42	940
Q4G0P3-10	41	940
A0A1W2PNI2	38	940
Q9Y6X6-3	37	940
Q96QC0	38	940
Q13308-3	40	940
Q5TCZ1-2	51	940
F6RY50	39	940
P53814-6	45	940
Q8IYF3	50	940
Q01831	35	940
Q10567-3	40	939
O94973	42	939
P98194-5	34	939
Q8NDM7-3	41	939
P26232-5	45	939
O60716-3	46	939
B4DF95	31	939
Q14149	44	939
Q5JRX3-3	47	939
O75400-3	29	939
Q9UPR6	29	939
Q86XL3	49	938
Q6ZRI6-2	42	938
A0A087X1D5	33	938
C9JZR2	45	938
Q86XP3	42	938
Q05586	47	938
Q96PE3-2	44	938
E7EQN9	44	938
Q8IV33-3	46	938
H0YNG5	41	938
Q8IZQ8	33	938
F8VR32	36	938
Q9BZF3-3	43	938
Q9Y5F7	39	938
B6ZDM2	36	938
Q9BZ71-3	39	938
O00444-2	43	938
O95049-3	36	938
A4UGR9-4	43	938
Q6ULP2	33	937
P63010	40	937
Q15029-2	51	937
A0A087X054	43	937
O00339-2	42	937
Q8TE76	48	937
Q14596-2	31	937
P52948-3	23	937
Q9UN72	37	937
Q8TC59-2	57	937
Q9HD43-2	38	937
Q9HD43-3	38	937
Q01973	39	937
G3V5H7	38	937
P32418-2	28	937
Q8TEV9	45	937
Q9Y5W7-4	39	937
A0A087WTQ9	40	937
Q6YHU6-5	49	937
Q6ULP2-4	33	936
Q8NCU4	37	936
H7BY63	49	936
O15457	46	936
Q9Y5H7	43	936
Q9Y5H3	31	936
A0A1W2PS19	33	936
Q16513-3	43	936
P48751-2	34	936
Q59H18-1	38	936
Q6ZNA1	51	936
A0A0A0MR57	51	936
Q9ULT6	32	936
Q96J65-3	39	935
Q96C12	32	935
Q9H6U6-3	36	935
Q9ULD4-2	40	935
Q8WUQ7-2	32	935
E9PHY5	43	935
P54764-2	40	935
Q96L35	45	935
Q5T985	46	935
B7ZKJ8	43	935
P11586	46	935
A0A0G2JM25	51	935
R4GN62	46	935
Q9Y5H2	25	935
Q15042-4	43	935
A0A0A0MTP7	36	935
Q9HCH5-13	44	935
G3XAL8	49	935
P13671	46	934
Q13574-5	38	934
E7EPY9	41	934
O94851-5	49	934
P43246	42	934
Q14934-4	38	934
P59045-3	43	934
Q9BZF3	43	934
Q9UN70	35	934
O00408-3	45	934
Q5VT52-5	41	934
A0A087WVV2	55	934
A4QPE4	41	934
Q9HCH5	44	934
Q8IZJ1-2	39	934
Q96JG6-3	47	934
Q6IWH7	35	933
O60566-2	45	933
O60716-5	46	933
Q13574-7	38	933
Q9P2K9-2	32	933
F5GY05	47	933
Q9NR82-7	41	933
Q14934-5	37	933
Q8IXF0	36	933
Q8TE49-2	46	933
Q9HCR9	43	933
P06401	32	933
O14939	46	933
Q8TF05-2	35	933
O75170-3	45	933
Q92954-5	43	933
A0A087WWP4	47	933
Q8WZ75-2	38	933
A0A0U1RQQ9	34	933
P07202	49	933
A0A0G2JP53	49	933
P33076-4	32	932
A0A087WV00	36	932
Q9BZQ6	42	932
Q9NR82	41	932
F8WEA4	41	932
Q5T5P2-6	45	932
Q14693-5	41	932
Q96T76-5	44	932
O60330	29	932
Q9Y5H1	37	932
Q9Y5H0	38	932
Q9Y5G7	37	932
Q9Y5G6	30	932
Q9Y5G5	28	932
Q9Y5G4	36	932
O00408-4	44	932
P54277	48	932
O75170-4	44	932
Q9NTZ6	26	932
Q86TD4	32	932
P55265-5	46	931
Q4KMQ2-2	46	931
Q9BWV1-2	37	931
Q9UBS5-4	39	931
Q9BRR8	41	931
Q969V6	30	931
Q8NI08-2	46	931
O60462	46	931
Q9Y5H4	25	931
Q9Y5G8	38	931
Q9Y5G2	30	931
O95427	31	931
P15918-2	44	931
O60271-5	42	931
Q9Y210	43	931
Q8IWX7	57	931
O95185	36	931
Q8TCY9	46	931
B7Z879	43	931
Q96J65-5	39	930
P12814-4	53	930
Q9UNA0	51	930
P35221-2	42	930
Q8NEA6-2	41	930
Q14624	43	930
O95644-6	34	930
Q9Y5F9	37	930
O94827-4	37	930
Q8IVE3-2	35	930
O75400-2	28	930
P98175	34	930
Q9H3T2	39	930
O94972-3	32	930
Q9BSJ2-4	47	930
Q4KMQ2-4	43	929
Q13574-4	38	929
O14490-7	36	929
Q6XUX3	42	929
A0A0A0MRS8	37	929
B7ZB24	46	929
G3V5P6	42	929
Q9Y5G1	36	929
Q9Y5F8	36	929
O00444-3	40	929
A0A0A0MR59	28	929
P98175-2	34	929
Q6P3W7	34	929
Q149N8-2	45	929
Q8N3V7	43	929
Q5VWG9	27	929
Q9NXF1	41	929
P07202-3	49	929
Q9H3U1-2	47	929
Q8IWX7-3	57	929
Q9H6U6	37	928
Q9H6U6-7	35	928
Q68D51	42	928
Q13574-2	38	928
Q9Y2L1-2	43	928
Q9BZQ8	35	928
P06400	37	928
Q8HWS3	28	928
Q9BYX2	35	928
O95049-4	36	928
Q92888-3	41	927
J3QK89	29	927
Q86XK2	37	927
Q9HCG7	40	927
Q9BXB1-2	27	927
Q9Y5G3	32	927
O75170-2	43	927
Q92622-2	32	927
Q15020-4	42	927
P57103	29	927
O94967-4	43	927
Q86YA3-5	49	927
A8K0R7-5	40	927
Q9UDR5	42	926
O75110-2	38	926
O14936	44	926
Q12959-2	30	926
A4FU69-2	52	926
Q76MJ5	36	926
Q9NY74	46	926
Q5T6X5	39	926
A0A087X043	42	926
Q17RG1	47	926
Q6UXG2-3	40	926
Q14693-3	41	926
O60462-3	45	926
Q7LBX6	45	926
Q8TE49	45	926
P29074	41	926
Q9H0K1	35	926
G3V3E1	38	926
A0A087WTI0	39	926
Q07617	47	926
Q9P2F5	42	926
J3KSL8	45	926
Q8WWZ7-2	36	925
E7EQN5	35	925
Q4G0X9-3	45	925
O60308	45	925
Q8N137-2	40	925
P57737	33	925
O95786	47	925
P22413	44	925
P10911	41	925
E9PAV3-2	24	925
Q13469	36	925
P57740	45	925
P57103-7	30	925
Q8IYF3-3	50	925
A0A0A0MRJ8	25	924
Q674R7	34	924
A5YM72-4	35	924
Q96KP1	45	924
Q9UMF0	37	924
O15327	44	924
O60313-13	45	924
